bin	bins_n	phylum
'LIB-MJ390-B4_03.8'	1	Bacillota_A
'LIB-MJ413-D7_01.62'	1	Planctomycetota
'LIB-MJ413-A7_01.41'	1	Planctomycetota
'LIB-MJ129-G8_02.11'	1	Planctomycetota
'LIB-MJ170-B6_03.5'	1	Planctomycetota
'LIB-MJ413-D7_01.18'	4	Desulfobacterota
'LIB-MJ230-H1_03_v_LIB-MJ402-B11_04.4'	1	Desulfobacterota
'LIB-MJ413-H8_01.29'	4	Bacillota_G
'LIB-MJ334-G4_01.21'	45	Bacillota_A
'LIB-MJ413-A7_01.16'	1	Bacillota_E
'LIB-MJ387-H3_01.15'	2	Pseudomonadota
'LIB-MJ334-H7_01.25'	1	Pseudomonadota
'LIB-MJ215-B7_01.8'	1	Actinomycetota
'LIB-MJ390-G2_03.30'	4	Chloroflexota
'LIB-MJ198-F1_03.16'	1	Chloroflexota
'LIB-MJ305-E9_04.45'	5	Chloroflexota
'LIB-MJ055-G8_04.8'	1	Chloroflexota
'LIB-MJ175-G4_02.45'	2	Acidobacteriota
'LIB-MJ226-E6_01.3'	2	Bipolaricaulota
'LIB-MJ305-E6_04.16'	34	Chloroflexota
'LIB-MJ305-C2_04.41'	1	Patescibacteria
'LIB-MJ413-D7_01.10'	1	Bacillota_E
'LIB-MJ413-H10_01.15'	18	Bacillota_G
'LIB-MJ390-D1_03.42'	1	Acidobacteriota
'LIB-MJ172-H7_04.1'	1	Chloroflexota
'LIB-MJ305-D7_04.33'	1	Chloroflexota
'LIB-MJ305-H2_04.11'	2	Chloroflexota
'LIB-MJ334-B4_01.23'	3	Chloroflexota
'LIB-MJ305-B8_04.30'	1	Chloroflexota
'LIB-MJ132-F6_03.11'	2	Chloroflexota
'LIB-MJ194-B9_04.5'	1	Chloroflexota
'LIB-MJ390-A7_03.94'	1	Chloroflexota
'LIB-MJ413-H7_01.3'	11	Bacillota_E
'LIB-MJ413-G1_01.26'	2	Pseudomonadota
'LIB-MJ413-G1_01.27'	2	Pseudomonadota
'LIB-MJ334-C12_01.33'	1	Pseudomonadota
'LIB-MJ335-G9_02.2'	1	Pseudomonadota
'LIB-MJ410-C11_02.4'	1	Pseudomonadota
'LIB-MJ305-A10_04.35'	1	Pseudomonadota
'LIB-MJ305-A10_04.41'	1	Pseudomonadota
'LIB-MJ054-D1_03.2'	1	Pseudomonadota
'LIB-MJ145-C7_01.1'	1	Pseudomonadota
'LIB-MJ334-D5_01.13'	1	Pseudomonadota
'LIB-MJ334-D7_01.6'	1	Pseudomonadota
'LIB-MJ413-A7_01.13'	3	Bacillota_E
'LIB-MJ140-A4_02.1'	2	Pseudomonadota
'LIB-MJ196-B8_02.4'	2	Pseudomonadota
'LIB-MJ133-C1_03.8'	1	Pseudomonadota
'LIB-MJ132-H3_03.25'	1	Pseudomonadota
'LIB-MJ135-F2_04.1'	1	Pseudomonadota
'LIB-MJ335-E2_02.5'	2	Pseudomonadota
'LIB-MJ191-E6_04.11'	1	Pseudomonadota
'LIB-MJ306-D8_01.9'	1	Pseudomonadota
'LIB-MJ259-H9_04.28'	3	Pseudomonadota
'LIB-MJ336-B5_02.8'	3	Pseudomonadota
'LIB-MJ263-G9_04.10'	1	Pseudomonadota
'LIB-MJ413-F9_01.2'	1	Bacillota_E
'LIB-MJ335-E7_02.2'	1	Pseudomonadota
'LIB-MJ335-F7_02.17'	1	Pseudomonadota
'LIB-MJ387-F2_01.10'	1	Pseudomonadota
'LIB-MJ139-A11_01.4'	1	Actinomycetota
'LIB-MJ256-H7_03.31'	1	Acidobacteriota
'LIB-MJ413-D7_01.17'	2	Acidobacteriota
'LIB-MJ305-F8_04.44'	1	Acidobacteriota
'LIB-MJ305-D9_04.26'	1	Actinomycetota
'LIB-MJ090-B10_04.9'	1	Actinomycetota
'LIB-MJ261-F2_01.6'	1	Chloroflexota
'LIB-MJ054-A1_03.15'	2	Desulfobacterota
'LIB-MJ226-E8_01.7'	1	Pseudomonadota
'LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57'	1	Pseudomonadota
'LIB-MJ132-F4_03.9'	1	Pseudomonadota
'LIB-MJ336-B5_02.10'	1	Pseudomonadota
'LIB-MJ254-C1_02.2'	3	Pseudomonadota
'LIB-MJ230-D2_03.4'	3	Pseudomonadota
'LIB-MJ386-B10_04.6'	3	Pseudomonadota
'LIB-MJ051-G5_02.13'	3	Pseudomonadota
'LIB-MJ227-F7_02.11'	1	Pseudomonadota
'LIB-MJ263-G9_04.3'	1	Pseudomonadota
'LIB-MJ390-C1_03.24'	1	Pseudomonadota
'LIB-MJ413-C1_01.28'	3	Pseudomonadota
'LIB-MJ191-A7_04.14'	1	Pseudomonadota
'LIB-MJ386-G11_04.12'	1	Desulfobacterota
'LIB-MJ255-F11_02.13'	1	Pseudomonadota
'LIB-MJ051-F5_02.2'	2	Pseudomonadota
'LIB-MJ054-F6_03.5'	1	Pseudomonadota
'LIB-MJ227-G11_02.20'	2	Pseudomonadota
'LIB-MJ387-A7_01.20'	1	Pseudomonadota
'LIB-MJ132-E8_03.11'	1	Pseudomonadota
'LIB-MJ227-G11_02.5'	1	Pseudomonadota
'LIB-MJ131-F8_01.8'	1	Pseudomonadota
'LIB-MJ091-B12_03.1'	1	Pseudomonadota
'LIB-MJ335-G8_02.6'	3	Pseudomonadota
'LIB-MJ413-E5_01.27'	1	Pseudomonadota
'LIB-MJ190-G9_02.3'	1	Desulfobacterota
'LIB-MJ390-C2_03.22'	2	Pseudomonadota
'LIB-MJ227-E4_02.3'	1	Pseudomonadota
'LIB-MJ413-F6_01.19'	1	Pseudomonadota
'LIB-MJ334-H7_01.2'	4	Pseudomonadota
'LIB-MJ335-D2_02.13'	4	Pseudomonadota
'LIB-MJ335-C8_02.11'	1	Pseudomonadota
'LIB-MJ413-E5_01.25'	1	Pseudomonadota
'LIB-MJ390-H2_03.22'	1	Pseudomonadota
'LIB-MJ386-B12_04.12'	1	Pseudomonadota
'LIB-MJ388-A10_02.9'	3	Pseudomonadota
'LIB-MJ334-B1_01.1'	1	Pseudomonadota
'LIB-MJ255-E8_02.7'	1	Pseudomonadota
'LIB-MJ386-G11_04.18'	1	Desulfobacterota
'LIB-MJ283-B6_04.5'	11	Pseudomonadota
'LIB-MJ284-H8_03.26'	10	Pseudomonadota
'LIB-MJ227-F6_02.1'	1	Pseudomonadota
'LIB-MJ151-E10_04.7'	1	Desulfobacterota_F
'LIB-MJ347-C1_04_v_LIB-MJ402-H6_04.26'	1	Pseudomonadota
'LIB-MJ254-E8_02.31'	6	Pseudomonadota
'LIB-MJ194-C9_04.15'	2	Pseudomonadota
'LIB-MJ193-H11_01_v_LIB-MJ402-G8_04.19'	1	Pseudomonadota
'LIB-MJ254-G10_02.9'	4	Pseudomonadota
'LIB-MJ259-G3_04.12'	1	Pseudomonadota
'LIB-MJ283-A6_04.6'	2	Desulfobacterota
'LIB-MJ284-D11_03.11'	1	Desulfobacterota
'LIB-MJ256-H7_03.17'	2	Pseudomonadota
'LIB-MJ254-E8_02.8'	1	Pseudomonadota
'LIB-MJ172-H8_04.12'	1	Pseudomonadota
'LIB-MJ193-F7_01.2'	1	Pseudomonadota
'LIB-MJ092-G3_01.13'	3	Pseudomonadota
'LIB-MJ092-G3_01.12'	1	Pseudomonadota
'LIB-MJ054-D6_03.2'	1	Pseudomonadota
'LIB-MJ283-A12_04_v_LIB-MJ415-C7_04.12'	1	Pseudomonadota
'LIB-MJ387-C9_01.19'	1	Pseudomonadota
'LIB-MJ129-D7_02.17'	1	Pseudomonadota
'LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.1'	1	Desulfobacterota
'LIB-MJ132-C5_03.8'	1	Pseudomonadota
'LIB-MJ280-E10_02.3'	1	Pseudomonadota
'LIB-MJ054-A1_03.21'	3	Pseudomonadota
'LIB-MJ054-A1_03.26'	1	Pseudomonadota
'LIB-MJ172-F6_04.12'	1	Pseudomonadota
'LIB-MJ105-A6_01_v_LIB-MJ407-D11_04.1'	1	Pseudomonadota
'LIB-MJ339-B6_03.29'	1	Pseudomonadota
'LIB-MJ198-E9_03.15'	1	Pseudomonadota
'LIB-MJ135-C5_04_v_LIB-MJ367-C5_04.26'	1	Pseudomonadota
'LIB-MJ413-D7_01.16'	3	Pseudomonadota
'LIB-MJ151-G4_04.11'	8	Pseudomonadota
'LIB-MJ305-F8_04.1'	2	Pseudomonadota
'LIB-MJ263-G9_04.16'	1	Pseudomonadota
'LIB-MJ390-C7_03.23'	1	Patescibacteria
'LIB-MJ385-A5_04.29'	9	Desulfobacterota
'LIB-MJ305-F1_04.1'	1	Pseudomonadota
'LIB-MJ260-H6_01.38'	1	Pseudomonadota
'LIB-MJ306-C12_01.19'	1	Gemmatimonadota
'LIB-MJ389-G11_03.7'	5	Pseudomonadota
'LIB-MJ387-A7_01.18'	1	Pseudomonadota
'LIB-MJ260-C5_01.31'	1	Pseudomonadota
'LIB-MJ284-C9_03.12'	2	Pseudomonadota
'LIB-MJ283-H8_04.28'	28	Pseudomonadota
'LIB-MJ283-B6_04.25'	8	Pseudomonadota
'LIB-MJ194-A3_04.8'	1	Pseudomonadota
'LIB-MJ193-F7_01.8'	1	Desulfobacterota
'LIB-MJ140-D3_02.3'	1	Pseudomonadota
'LIB-MJ334-D10_01.4'	1	Pseudomonadota
'LIB-MJ413-H5_01.37'	2	Pseudomonadota
'LIB-MJ196-H2_02_v_LIB-MJ402-G9_04.6'	1	Pseudomonadota
'LIB-MJ227-B10_02.16'	1	Pseudomonadota
'LIB-MJ306-E2_01.2'	1	Pseudomonadota
'LIB-MJ151-F7_04.17'	2	Pseudomonadota
'LIB-MJ339-H7_03.6'	3	Pseudomonadota
'LIB-MJ217-E7_03.2'	1	Pseudomonadota
'LIB-MJ339-H7_03.35'	1	Pseudomonadota
'LIB-MJ048-B1_04.20'	1	Pseudomonadota
'LIB-MJ149-B4_03.2'	1	Pseudomonadota
'LIB-MJ254-E8_02.34'	1	Desulfobacterota
'LIB-MJ282-C2_03.7'	1	Pseudomonadota
'LIB-MJ306-B7_01.11'	4	Pseudomonadota
'LIB-MJ254-G10_02.11'	1	Pseudomonadota
'LIB-MJ255-H7_02.6'	1	Pseudomonadota
'LIB-MJ193-H11_01_v_LIB-MJ402-G8_04.13'	1	Pseudomonadota
'LIB-MJ256-F9_03.20'	1	Pseudomonadota
'LIB-MJ255-H7_02.12'	3	Pseudomonadota
'LIB-MJ149-F9_03.9'	1	Pseudomonadota
'LIB-MJ390-F1_03.3'	2	Pseudomonadota
'LIB-MJ108-A11_02.7'	1	Pseudomonadota
'LIB-MJ339-H7_03.3'	1	Pseudomonadota
'LIB-MJ170-H6_03.6'	4	Pseudomonadota
'LIB-MJ335-B12_02.5'	1	Desulfobacterota
'LIB-MJ305-B7_04.17'	1	Pseudomonadota
'LIB-MJ283-H6_04.12'	1	Pseudomonadota
'LIB-MJ256-E9_03.26'	3	Pseudomonadota
'LIB-MJ199-H7_04.2'	1	Pseudomonadota
'LIB-MJ259-F6_04.7'	1	Pseudomonadota
'LIB-MJ305-F7_04.10'	1	Pseudomonadota
'LIB-MJ352-H4_03.25'	1	Pseudomonadota
'LIB-MJ334-G10_01.15'	1	Pseudomonadota
'LIB-MJ335-G8_02.5'	1	Pseudomonadota
'LIB-MJ284-B5_03.5'	1	Pseudomonadota
'LIB-MJ199-A9_04.18'	1	Pseudomonadota
'LIB-MJ334-G10_01.8'	1	Pseudomonadota
'LIB-MJ282-G3_03.8'	3	Pseudomonadota
'LIB-MJ131-E7_01.25'	1	Pseudomonadota
'LIB-MJ413-D8_01.34'	11	Pseudomonadota
'LIB-MJ414-G8_03.3'	7	Pseudomonadota
'LIB-MJ106-E8_01.25'	3	Pseudomonadota
'LIB-MJ110-B6_04.22'	4	Pseudomonadota
'LIB-MJ134-G7_03.4'	1	Pseudomonadota
'LIB-MJ282-H2_03.10'	8	Pseudomonadota
'LIB-MJ131-B5_01.2'	109	Pseudomonadota
'LIB-MJ336-G8_02.6'	5	Pseudomonadota
'LIB-MJ231-F4_04.22'	1	Pseudomonadota
'LIB-MJ305-D4_04.12'	3	Pseudomonadota
'LIB-MJ334-A8_01.15'	2	Pseudomonadota
'LIB-MJ387-H3_01.11'	1	Pseudomonadota
'LIB-MJ413-G1_01.16'	2	Pseudomonadota
'LIB-MJ413-E5_01.9'	1	Pseudomonadota
'LIB-MJ334-H7_01.11'	1	Pseudomonadota
'LIB-MJ390-D4_03.37'	1	Pseudomonadota
'LIB-MJ255-F4_02.5'	2	Pseudomonadota
'LIB-MJ390-B7_03.70'	1	Pseudomonadota
'LIB-MJ090-D3_04.1'	1	Pseudomonadota
'LIB-MJ334-G7_01.16'	1	Pseudomonadota
'LIB-MJ413-C1_01.40'	2	Pseudomonadota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.324'	1	Pseudomonadota
'LIB-MJ413-G6_01.13'	1	Pseudomonadota
'LIB-MJ151-F7_04.9'	1	Pseudomonadota
'LIB-MJ413-A1_01.26'	1	Pseudomonadota
'LIB-MJ413-A5_01.27'	1	Verrucomicrobiota
'LIB-MJ335-C11_02.3'	3	Pseudomonadota
'LIB-MJ334-G9_01.20'	10	Pseudomonadota
'LIB-MJ413-G1_01.17'	2	Pseudomonadota
'LIB-MJ413-C1_01.67'	1	Pseudomonadota
'LIB-MJ091-H4_03.5'	2	Pseudomonadota
'LIB-MJ226-A3_01.2'	1	Pseudomonadota
'LIB-MJ334-A8_01.21'	1	Pseudomonadota
'LIB-MJ334-E10_01.15'	1	Pseudomonadota
'LIB-MJ263-G9_04.12'	1	Pseudomonadota
'LIB-MJ283-H11_04_v_LIB-MJ415-B7_04.31'	2	Desulfobacterota
'LIB-MJ305-D7_04.15'	1	Pseudomonadota
'LIB-MJ334-A5_01.18'	1	Pseudomonadota
'LIB-MJ334-E9_01.14'	3	Pseudomonadota
'LIB-MJ334-A12_01.2'	1	Pseudomonadota
'LIB-MJ335-F8_02.4'	1	Pseudomonadota
'LIB-MJ251-G7_04.13'	1	Pseudomonadota
'LIB-MJ387-A7_01.12'	1	Pseudomonadota
'LIB-MJ390-C2_03.35'	1	Pseudomonadota
'LIB-MJ255-H7_02.22'	1	Pseudomonadota
'LIB-MJ344-F2_04.6'	1	Pseudomonadota
'LIB-MJ193-H11_01_v_LIB-MJ402-G8_04.9'	1	Bacteroidota
'LIB-MJ336-B6_02.19'	1	Pseudomonadota
'LIB-MJ255-E7_02.5'	1	Pseudomonadota
'LIB-MJ256-G6_03.4'	1	Pseudomonadota
'LIB-MJ305-C6_04.2'	1	Pseudomonadota
'LIB-MJ138-E11_03.5'	1	Pseudomonadota
'LIB-MJ389-E5_03.2'	1	Pseudomonadota
'LIB-MJ134-A5_03.33'	1	Pseudomonadota
'LIB-MJ305-E8_04.80'	1	Pseudomonadota
'LIB-MJ151-D3_04.8'	2	Pseudomonadota
'LIB-MJ339-H7_03.28'	2	Pseudomonadota
'LIB-MJ283-E4_04.19'	1	Desulfobacterota
'LIB-MJ140-A9_02.1'	4	Pseudomonadota
'LIB-MJ413-H5_01.90'	1	Pseudomonadota
'LIB-MJ139-G9_01.3'	1	Pseudomonadota
'LIB-MJ284-D4_03.8'	1	Pseudomonadota
'LIB-MJ301-A6_01.1'	1	Pseudomonadota
'LIB-MJ387-F7_01.4'	3	Pseudomonadota
'LIB-MJ334-D9_01.12'	1	Pseudomonadota
'LIB-MJ354-E2_04.1'	1	Pseudomonadota
'LIB-MJ230-H1_03_v_LIB-MJ402-B11_04.2'	3	Pseudomonadota
'LIB-MJ129-D4_02.1'	1	Pseudomonadota
'LIB-MJ305-H4_04.17'	1	Patescibacteria
'LIB-MJ284-H6_03.25'	1	Desulfobacterota
'LIB-MJ335-C11_02.5'	1	Pseudomonadota
'LIB-MJ197-B9_03.6'	1	Pseudomonadota
'LIB-MJ354-A10_04_v_LIB-MJ403-G5_03.10'	1	Pseudomonadota
'LIB-MJ140-H8_02.15'	1	Pseudomonadota
'LIB-MJ334-A5_01.16'	1	Pseudomonadota
'LIB-MJ305-H9_04.19'	1	Pseudomonadota
'LIB-MJ413-E5_01.28'	1	Pseudomonadota
'LIB-MJ256-F9_03.24'	1	Pseudomonadota
'LIB-MJ413-E5_01.11'	1	Pseudomonadota
'LIB-MJ413-E1_01.5'	3	Pseudomonadota
'LIB-MJ092-G3_01.3'	4	Desulfobacterota
'LIB-MJ192-B6_04.10'	8	Desulfobacterota
'LIB-MJ283-H10_04.2'	1	Desulfobacterota
'LIB-MJ336-E6_02.11'	1	Pseudomonadota
'LIB-MJ413-C1_01.14'	1	Pseudomonadota
'LIB-MJ305-E10_04.15'	1	Pseudomonadota
'LIB-MJ305-E8_04.84'	9	Pseudomonadota
'LIB-MJ254-A10_02.21'	11	Pseudomonadota
'LIB-MJ231-C11_04.2'	1	Pseudomonadota
'LIB-MJ390-D4_03.59'	3	Pseudomonadota
'LIB-MJ334-A8_01.41'	3	Pseudomonadota
'LIB-MJ335-H8_02.5'	2	Pseudomonadota
'LIB-MJ334-A8_01.7'	2	Pseudomonadota
'LIB-MJ054-D1_03.23'	1	Pseudomonadota
'LIB-MJ413-H5_01.76'	1	Pseudomonadota
'LIB-MJ283-H11_04_v_LIB-MJ415-B7_04.13'	24	Desulfobacterota
'LIB-MJ140-C2_02.41'	21	Desulfobacterota
'LIB-MJ172-B5_04.25'	1	Desulfobacterota
'LIB-MJ283-B4_04.14'	2	Desulfobacterota
'LIB-MJ283-C2_04.13'	8	Desulfobacterota
'LIB-MJ413-H5_01.13'	1	Pseudomonadota
'LIB-MJ305-C6_04.12'	1	Pseudomonadota
'LIB-MJ334-B3_01.23'	1	Pseudomonadota
'LIB-MJ413-G1_01.46'	1	Pseudomonadota
'LIB-MJ335-D2_02.11'	1	Pseudomonadota
'LIB-MJ386-B12_04.19'	1	Pseudomonadota
'LIB-MJ334-G11_01.23'	1	Pseudomonadota
'LIB-MJ413-D1_01.32'	1	Pseudomonadota
'LIB-MJ334-A8_01.10'	2	Pseudomonadota
'LIB-MJ334-A8_01.4'	1	Pseudomonadota
'LIB-MJ413-D1_01.1'	1	Pseudomonadota
'LIB-MJ091-A10_03.25'	6	Desulfobacterota
'LIB-MJ413-D1_01.7'	1	Pseudomonadota
'LIB-MJ389-D6_03.25'	1	Pseudomonadota
'LIB-MJ283-D10_04.8'	2	Pseudomonadota
'LIB-MJ283-G8_04.19'	2	Pseudomonadota
'LIB-MJ283-D10_04.1'	1	Pseudomonadota
'LIB-MJ283-G8_04.31'	1	Pseudomonadota
'LIB-MJ305-E11_04.21'	4	Pseudomonadota
'LIB-MJ334-D5_01.21'	1	Pseudomonadota
'LIB-MJ386-B12_04.15'	1	Pseudomonadota
'LIB-MJ386-B12_04.18'	1	Pseudomonadota
'LIB-MJ334-B11_01.11'	2	Pseudomonadota
'LIB-MJ388-D9_02.3'	2	Pseudomonadota
'LIB-MJ055-G8_04.20'	3	Desulfobacterota
'LIB-MJ254-B4_02.27'	1	Desulfobacterota
'LIB-MJ091-G8_03.11'	1	Desulfobacterota
'LIB-MJ305-E9_04.32'	6	Pseudomonadota
'LIB-MJ389-D6_03.31'	2	Pseudomonadota
'LIB-MJ334-C2_01.24'	1	Pseudomonadota
'LIB-MJ334-D2_01.19'	39	Pseudomonadota
'LIB-MJ413-C1_01.75'	4	Pseudomonadota
'LIB-MJ334-G11_01.49'	1	Pseudomonadota
'LIB-MJ388-C4_02.12'	5	Pseudomonadota
'LIB-MJ387-F7_01.10'	2	Pseudomonadota
'LIB-MJ388-G9_02.20'	3	Pseudomonadota
'LIB-MJ386-A9_04.13'	6	Pseudomonadota
'LIB-MJ386-A9_04.16'	1	Pseudomonadota
'LIB-MJ386-F8_04.6'	1	Pseudomonadota
'LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.27'	2	Desulfobacterota
'LIB-MJ386-C6_04.18'	1	Pseudomonadota
'LIB-MJ226-B1_01.3'	1	Pseudomonadota
'LIB-MJ345-F2_01.1'	1	Pseudomonadota
'LIB-MJ386-B12_04.11'	1	Pseudomonadota
'LIB-MJ389-G6_03.7'	1	Pseudomonadota
'LIB-MJ388-G5_02.9'	1	Pseudomonadota
'LIB-MJ195-E1_01.3'	2	Pseudomonadota
'LIB-MJ260-C7_01.5'	2	Pseudomonadota
'LIB-MJ259-A6_04.26'	1	Pseudomonadota
'LIB-MJ140-B2_02.4'	2	Pseudomonadota
'LIB-MJ386-B2_04.11'	1	Pseudomonadota
'LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.30'	2	Desulfobacterota
'LIB-MJ354-G3_04.10'	1	Pseudomonadota
'LIB-MJ307-H10_01.6'	1	Pseudomonadota
'LIB-MJ342-D4_02.1'	1	Pseudomonadota
'LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.28'	1	Pseudomonadota
'LIB-MJ140-B2_02.7'	1	Pseudomonadota
'LIB-MJ259-A6_04.15'	1	Pseudomonadota
'LIB-MJ334-H7_01.3'	1	Pseudomonadota
'LIB-MJ380-B5_03.4'	1	Pseudomonadota
'LIB-MJ109-D1_01.13'	1	Pseudomonadota
'LIB-MJ354-G3_04.11'	1	Pseudomonadota
'LIB-MJ283-C2_04.14'	1	Desulfobacterota
'LIB-MJ388-D9_02.17'	3	Pseudomonadota
'LIB-MJ387-A7_01.4'	1	Pseudomonadota
'LIB-MJ389-D6_03.14'	1	Pseudomonadota
'LIB-MJ089-A11_02.12'	1	Pseudomonadota
'LIB-MJ413-F1_01.12'	1	Pseudomonadota
'LIB-MJ386-C11_04.16'	1	Pseudomonadota
'LIB-MJ387-F7_01.12'	1	Pseudomonadota
'LIB-MJ093-A8_02.21'	1	Pseudomonadota
'LIB-MJ301-H9_01.15'	2	Pseudomonadota
'LIB-MJ055-G8_04.15'	2	Pseudomonadota
'LIB-MJ342-E9_02.3'	2	Pseudomonadota
'LIB-MJ140-G3_02.4'	1	Pseudomonadota
'LIB-MJ198-E9_03.10'	1	Pseudomonadota
'LIB-MJ335-D5_02.2'	2	Pseudomonadota
'LIB-MJ335-A4_02.11'	1	Pseudomonadota
'LIB-MJ130-F9_01.4'	1	Pseudomonadota
'LIB-MJ215-B7_01.22'	1	Desulfobacterota
'LIB-MJ226-B8_01.32'	1	Pseudomonadota
'LIB-MJ255-H7_02.7'	1	Pseudomonadota
'LIB-MJ254-A10_02.18'	3	Pseudomonadota
'LIB-MJ055-G8_04.11'	1	Pseudomonadota
'LIB-MJ390-H1_03.1'	1	Pseudomonadota
'LIB-MJ256-H4_03.15'	2	Pseudomonadota
'LIB-MJ200-A8_04.17'	1	Pseudomonadota
'LIB-MJ199-H7_04.14'	1	Pseudomonadota
'LIB-MJ200-A8_04.13'	1	Pseudomonadota
'LIB-MJ338-A3_04.12'	2	Pseudomonadota
'LIB-MJ301-H4_01.12'	1	Pseudomonadota
'LIB-MJ198-A9_03.7'	2	Desulfobacterota
'LIB-MJ413-F5_01.14'	2	Pseudomonadota
'LIB-MJ339-H7_03.54'	1	Pseudomonadota
'LIB-MJ214-H11_02_v_LIB-MJ402-C12_04.12'	1	Pseudomonadota
'LIB-MJ340-G6_01_v_LIB-MJ367-G6_04.16'	1	Pseudomonadota
'LIB-MJ199-H8_04.24'	1	Pseudomonadota
'LIB-MJ135-E3_04.3'	3	Pseudomonadota
'LIB-MJ129-G10_02.5'	2	Pseudomonadota
'LIB-MJ334-G7_01.2'	1	Pseudomonadota
'LIB-MJ334-E10_01.43'	2	Pseudomonadota
'LIB-MJ335-A4_02.3'	4	Pseudomonadota
'LIB-MJ305-D2_04.33'	1	Patescibacteria
'LIB-MJ284-C11_03.1'	1	Desulfobacterota
'LIB-MJ335-E8_02.2'	1	Pseudomonadota
'LIB-MJ413-A1_01.32'	3	Pseudomonadota
'LIB-MJ335-A4_02.9'	5	Pseudomonadota
'LIB-MJ334-C12_01.7'	1	Pseudomonadota
'LIB-MJ335-B8_02.5'	1	Pseudomonadota
'LIB-MJ305-G8_04.25'	5	Pseudomonadota
'LIB-MJ305-B3_04.29'	2	Pseudomonadota
'LIB-MJ305-F1_04.39'	1	Pseudomonadota
'LIB-MJ413-C4_01.15'	2	Pseudomonadota
'LIB-MJ413-B2_01.6'	2	Pseudomonadota
'LIB-MJ380-A3_03.24'	1	Chloroflexota
'LIB-MJ305-B8_04.2'	1	Pseudomonadota
'LIB-MJ413-A2_01.15'	1	Pseudomonadota
'LIB-MJ413-C1_01.65'	1	Pseudomonadota
'LIB-MJ334-C9_01.47'	1	Pseudomonadota
'LIB-MJ341-F5_02_v_LIB-MJ406-C2_04.7'	1	Pseudomonadota
'LIB-MJ282-F2_03.1'	2	Pseudomonadota
'LIB-MJ259-H6_04.6'	2	Pseudomonadota
'LIB-MJ093-A9_02.5'	1	Pseudomonadota
'LIB-MJ132-F5_03.10'	1	Pseudomonadota
'LIB-MJ191-B1_04_v_LIB-MJ405-G9_01.40'	3	Pseudomonadota
'LIB-MJ147-D9_02.5'	1	Pseudomonadota
'LIB-MJ259-G11_04_v_LIB-MJ415-E5_04.28'	1	Pseudomonadota
'LIB-MJ386-G11_04.11'	1	Chloroflexota
'LIB-MJ140-E2_02.29'	1	Pseudomonadota
'LIB-MJ193-H6_01.12'	1	Pseudomonadota
'LIB-MJ334-H9_01.13'	1	Pseudomonadota
'LIB-MJ413-G1_01.25'	1	Pseudomonadota
'LIB-MJ334-C9_01.22'	3	Pseudomonadota
'LIB-MJ334-H10_01.2'	1	Pseudomonadota
'LIB-MJ334-B10_01.33'	1	Pseudomonadota
'LIB-MJ334-B10_01.34'	1	Pseudomonadota
'LIB-MJ280-F11_02.6'	1	Pseudomonadota
'LIB-MJ255-D11_02.2'	2	Pseudomonadota
'LIB-MJ192-A3_04.6'	1	Pseudomonadota
'LIB-MJ231-B11_04.2'	1	Pseudomonadota
'LIB-MJ414-H7_03.3'	1	Pseudomonadota
'LIB-MJ380-C1_03.29'	3	Chloroflexota
'LIB-MJ334-B8_01.23'	2	Pseudomonadota
'LIB-MJ226-G1_01_v_LIB-MJ415-E9_04.2'	2	Pseudomonadota
'LIB-MJ341-E6_02_v_LIB-MJ367-E6_04.4'	1	Pseudomonadota
'LIB-MJ139-G9_01.4'	2	Pseudomonadota
'LIB-MJ334-D8_01.59'	2	Pseudomonadota
'LIB-MJ280-F11_02.3'	1	Pseudomonadota
'LIB-MJ335-F4_02.2'	1	Pseudomonadota
'LIB-MJ413-E1_01.22'	1	Pseudomonadota
'LIB-MJ413-F1_01.9'	1	Pseudomonadota
'LIB-MJ413-D1_01.37'	1	Pseudomonadota
'LIB-MJ305-F6_04.13'	3	Pseudomonadota
'LIB-MJ387-B3_01.5'	1	Chloroflexota
'LIB-MJ353-C12_03.19'	1	Gemmatimonadota
'LIB-MJ305-B8_04.37'	2	Pseudomonadota
'LIB-MJ280-E11_02.11'	1	Pseudomonadota
'LIB-MJ193-H11_01_v_LIB-MJ402-G8_04.32'	1	Pseudomonadota
'LIB-MJ088-B4_04.2'	1	Pseudomonadota
'LIB-MJ193-H11_01_v_LIB-MJ402-G8_04.14'	1	Pseudomonadota
'LIB-MJ305-C7_04.14'	7	Pseudomonadota
'LIB-MJ305-B8_04.26'	1	Pseudomonadota
'LIB-MJ305-G6_04.8'	1	Pseudomonadota
'LIB-MJ305-D8_04.13'	1	Pseudomonadota
'LIB-MJ388-H10_02.17'	15	Chloroflexota
'LIB-MJ390-E7_03.39'	1	Pseudomonadota
'LIB-MJ173-C9_01.29'	1	Pseudomonadota
'LIB-MJ138-F11_03.26'	4	Pseudomonadota
'LIB-MJ138-F11_03.21'	1	Pseudomonadota
'LIB-MJ132-F4_03.5'	1	Pseudomonadota
'LIB-MJ133-E4_03.2'	1	Pseudomonadota
'LIB-MJ387-C6_01.1'	2	Pseudomonadota
