bin	bins_n	phylum
'LIB-MJ387-A7_01.29'	1	Pseudomonadota
'LIB-MJ133-C1_03.7'	1	Pseudomonadota
'LIB-MJ173-F6_01.1'	1	Pseudomonadota
'LIB-MJ044-H6_03.10'	1	Pseudomonadota
'LIB-MJ194-E3_04.4'	1	Pseudomonadota
'LIB-MJ389-G11_03.3'	2	Pseudomonadota
'LIB-MJ389-G10_03.18'	1	Pseudomonadota
'LIB-MJ390-C2_03.30'	1	Pseudomonadota
'LIB-MJ282-B5_03.9'	1	Fibrobacterota
'LIB-MJ048-H11_04.7'	1	Pseudomonadota
'LIB-MJ413-B1_01.41'	2	Pseudomonadota
'LIB-MJ390-C7_03.52'	2	Pseudomonadota
'LIB-MJ388-H8_02.8'	1	Pseudomonadota
'LIB-MJ133-E4_03.6'	1	Pseudomonadota
'LIB-MJ353-A11_03.12'	1	Pseudomonadota
'LIB-MJ230-E3_03.9'	1	Pseudomonadota
'LIB-MJ334-F9_01.24'	1	Pseudomonadota
'LIB-MJ279-F2_02.10'	1	Pseudomonadota
'LIB-MJ305-B8_04.48'	1	Pseudomonadota
'LIB-MJ307-C11_01.9'	1	Desulfobacterota
'LIB-MJ110-B10_04.2'	1	Pseudomonadota
'LIB-MJ354-D10_04.18'	1	Pseudomonadota
'LIB-MJ198-G7_03.31'	1	Pseudomonadota
'LIB-MJ093-A12_02_v_LIB-MJ408-C11_04.8'	1	Pseudomonadota
'LIB-MJ044-D6_03.6'	1	Pseudomonadota
'LIB-MJ105-D11_01_v_LIB-MJ367-D11_04.16'	1	Pseudomonadota
'LIB-MJ255-F11_02.10'	1	Pseudomonadota
'LIB-MJ146-C6_01.25'	2	Pseudomonadota
'LIB-MJ387-A7_01.31'	2	Pseudomonadota
'LIB-MJ388-G9_02.16'	4	Pseudomonadota
'LIB-MJ389-E10_03.6'	2	Pseudomonadota
'LIB-MJ386-A9_04.10'	6	Pseudomonadota
'LIB-MJ279-C11_02.3'	1	Pseudomonadota
'LIB-MJ138-D10_03.21'	1	Pseudomonadota
'LIB-MJ381-G2_02.9'	8	Chloroflexota
'LIB-MJ088-B4_04.7'	1	Pseudomonadota
'LIB-MJ352-H4_03.15'	1	Pseudomonadota
'LIB-MJ197-A8_03.9'	1	Pseudomonadota
'LIB-MJ341-H5_02_v_LIB-MJ406-D2_04.2'	1	Pseudomonadota
'LIB-MJ174-E10_01.2'	1	Pseudomonadota
'LIB-MJ347-B1_04_v_LIB-MJ402-G6_04.44'	1	Pseudomonadota
'LIB-MJ201-D10_03.9'	1	Desulfobacterota_B
'LIB-MJ353-C12_03.16'	1	Planctomycetota
'LIB-MJ172-B5_04.26'	2	Pseudomonadota
'LIB-MJ091-B7_03.20'	1	Pseudomonadota
'LIB-MJ390-D1_03.49'	1	Chloroflexota
'LIB-MJ386-C2_04.4'	1	Pseudomonadota
'LIB-MJ193-E9_01.23'	1	Pseudomonadota
'LIB-MJ334-F11_01.18'	1	Pseudomonadota
'LIB-MJ093-B9_02.14'	1	Pseudomonadota
'LIB-MJ390-D8_03.15'	1	Planctomycetota
'LIB-MJ194-A3_04.5'	1	Pseudomonadota
'LIB-MJ305-H8_04.29'	1	Pseudomonadota
'LIB-MJ390-H2_03.19'	1	Pseudomonadota
'LIB-MJ353-F7_03.1'	2	Chloroflexota
'LIB-MJ140-A8_02.6'	1	Chloroflexota
'LIB-MJ196-D4_02.13'	1	Chloroflexota
'LIB-MJ352-A8_03.2'	1	Patescibacteria
'LIB-MJ390-D1_03.60'	1	Chloroflexota
'LIB-MJ305-A3_04.27'	3	Pseudomonadota
'LIB-MJ410-C11_02.12'	1	Pseudomonadota
'LIB-MJ226-C8_01.22'	5	Pseudomonadota
'LIB-MJ138-B7_03.2'	1	Pseudomonadota
'LIB-MJ305-F8_04.19'	1	Pseudomonadota
'LIB-MJ151-F7_04.16'	1	Pseudomonadota
'LIB-MJ282-E1_03.8'	1	Pseudomonadota
'LIB-MJ151-F7_04.10'	1	Pseudomonadota
'LIB-MJ134-B10_03.16'	1	Pseudomonadota
'LIB-MJ305-B7_04.6'	5	Pseudomonadota
'LIB-MJ384-D5_01.7'	1	Chloroflexota
'LIB-MJ410-C11_02.3'	2	Pseudomonadota
'LIB-MJ305-B1_04.43'	3	Pseudomonadota
'LIB-MJ305-C8_04.15'	1	Pseudomonadota
'LIB-MJ410-C11_02.21'	1	Pseudomonadota
'LIB-MJ334-G1_01.18'	1	Thermotogota
'LIB-MJ413-E7_01.26'	1	Thermotogota
'LIB-MJ413-C7_01.9'	3	Coprothermobacterota
'LIB-MJ354-G10_04.4'	2	Chloroflexota
'LIB-MJ335-F2_02.8'	2	Chloroflexota
'LIB-MJ335-A7_02.27'	1	Chloroflexota
'LIB-MJ335-A7_02.13'	1	Chloroflexota
'LIB-MJ305-A10_04.31'	1	Pseudomonadota
'LIB-MJ305-H10_04.47'	1	Patescibacteria
'LIB-MJ413-B10_01.17'	1	Patescibacteria
'LIB-MJ413-D7_01.36'	1	Patescibacteria
'LIB-MJ354-A8_04.7'	2	Pseudomonadota
'LIB-MJ387-H3_01.19'	4	Pseudomonadota
'LIB-MJ334-B12_01.45'	5	Pseudomonadota
'LIB-MJ389-C5_03.19'	1	Cyanobacteriota
'LIB-MJ389-C5_03.36'	1	Cyanobacteriota
'LIB-MJ414-G5_03.6'	8	Pseudomonadota
'LIB-MJ414-D3_03.1'	2	Pseudomonadota
'LIB-MJ280-B5_02.2'	1	Pseudomonadota
'LIB-MJ134-C1_03.16'	1	Verrucomicrobiota
'LIB-MJ306-H8_01.1'	1	Verrucomicrobiota
'LIB-MJ283-B2_04.15'	2	Bacteroidota
'LIB-MJ194-C12_04.17'	1	Verrucomicrobiota
'LIB-MJ413-E7_01.15'	1	Verrucomicrobiota
'LIB-MJ307-A12_01.20'	7	Desulfobacterota
'LIB-MJ054-A1_03.18'	1	Desulfobacterota
'LIB-MJ282-E2_03.1'	4	Desulfobacterota
'LIB-MJ135-C5_04_v_LIB-MJ367-C5_04.27'	1	Desulfobacterota
'LIB-MJ301-H3_01.9'	1	Desulfobacterota
'LIB-MJ191-G4_04.26'	1	Desulfobacterota
'LIB-MJ151-F7_04.6'	4	Desulfobacterota
'LIB-MJ151-F7_04.3'	1	Desulfobacterota
'LIB-MJ282-H2_03.1'	1	Desulfobacterota_F
'LIB-MJ386-H6_04.6'	1	Chloroflexota
'LIB-MJ335-B1_02.10'	1	Bacteroidota
'LIB-MJ335-C7_02.8'	2	Desulfobacterota_F
'LIB-MJ335-F7_02.1'	1	Desulfobacterota_F
'LIB-MJ334-G9_01.38'	1	Desulfobacterota_F
'LIB-MJ335-E7_02.13'	1	Desulfobacterota_F
'LIB-MJ134-A11_03.4'	1	Desulfobacterota_F
'LIB-MJ173-G9_01.4'	1	Bacillota
'LIB-MJ259-H6_04.31'	1	Desulfobacterota_F
'LIB-MJ307-C11_01.2'	1	Desulfobacterota_F
'LIB-MJ149-E7_03.2'	2	Desulfobacterota_F
'LIB-MJ256-E9_03.9'	1	Desulfobacterota_F
'LIB-MJ334-H9_01.31'	1	Desulfobacterota_F
'LIB-MJ198-E1_03.45'	1	Desulfobacterota_F
'LIB-MJ226-C8_01.19'	1	Desulfobacterota_F
'LIB-MJ413-G5_01.51'	1	Bacteroidota
'LIB-MJ344-E9_04.16'	2	Acidobacteriota
'LIB-MJ177-H7_03.14'	1	Actinomycetota
'LIB-MJ193-H10_01_v_LIB-MJ402-F8_04.19'	1	Myxococcota
'LIB-MJ340-C4_01_v_LIB-MJ367-C4_03.31'	2	Acidobacteriota
'LIB-MJ201-E6_03.17'	1	Acidobacteriota
'LIB-MJ382-E11_02.19'	1	Acidobacteriota
'LIB-MJ148-H10_02.23'	1	Acidobacteriota
'LIB-MJ259-A2_04.37'	1	Acidobacteriota
'LIB-MJ339-B8_03.26'	1	Acidobacteriota
'LIB-MJ092-D6_01.4'	1	Pseudomonadota
'LIB-MJ335-A7_02.31'	1	Chloroflexota
'LIB-MJ139-E2_01.1'	1	Acidobacteriota
'LIB-MJ191-H1_04_v_LIB-MJ405-H9_01.15'	3	Acidobacteriota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.253'	6	Acidobacteriota
'LIB-MJ199-G6_04.11'	2	Acidobacteriota
'LIB-MJ250-C5_04_v_LIB-MJ365-C5_03.55'	2	Acidobacteriota
'LIB-MJ177-A1_03.14'	1	Acidobacteriota
'LIB-MJ255-D11_02.23'	1	Acidobacteriota
'LIB-MJ338-H11_04.19'	1	Acidobacteriota
'LIB-MJ089-E10_02.25'	2	Acidobacteriota
'LIB-MJ132-H6_03.11'	8	Acidobacteriota
'LIB-MJ192-G9_04.2'	4	Acidobacteriota
'LIB-MJ250-H5_04.9'	1	Acidobacteriota
'LIB-MJ389-F5_03.19'	1	Aerophobota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.225'	1	Acidobacteriota
'LIB-MJ191-D8_04.15'	1	Acidobacteriota
'LIB-MJ383-D1_01.9'	3	Acidobacteriota
'LIB-MJ175-F2_02.3'	4	Acidobacteriota
'LIB-MJ256-C4_03.28'	1	Acidobacteriota
'LIB-MJ193-E8_01.23'	1	Acidobacteriota
'LIB-MJ200-A8_04.16'	1	Acidobacteriota
'LIB-MJ190-A8_02.17'	1	Acidobacteriota
'LIB-MJ354-A1_04_v_LIB-MJ367-A1_04.13'	1	Acidobacteriota
'LIB-MJ089-G9_02.9'	11	Acidobacteriota
'LIB-MJ193-A4_01.11'	1	Acidobacteriota
'LIB-MJ413-D7_01.5'	1	Patescibacteria
'LIB-MJ259-A2_04.35'	9	Acidobacteriota
'LIB-MJ194-A2_04.3'	2	Acidobacteriota
'LIB-MJ167-G7_02.15'	1	Acidobacteriota
'LIB-MJ382-E7_02.18'	11	Acidobacteriota
'LIB-MJ134-B8_03.40'	1	Acidobacteriota
'LIB-MJ381-C1_02.34'	13	Acidobacteriota
'LIB-MJ105-G3_01_v_LIB-MJ367-G3_04.47'	1	Acidobacteriota
'LIB-MJ227-E5_02.17'	1	Acidobacteriota
'LIB-MJ194-H8_04.18'	1	Acidobacteriota
'LIB-MJ256-H7_03.30'	1	Acidobacteriota
'LIB-MJ385-A8_04.20'	5	Chloroflexota
'LIB-MJ089-E10_02.7'	8	Acidobacteriota
'LIB-MJ089-G9_02.38'	1	Acidobacteriota
'LIB-MJ172-A10_04.37'	1	Acidobacteriota
'LIB-MJ383-D1_01.4'	5	Acidobacteriota
'LIB-MJ383-H8_01.6'	7	Acidobacteriota
'LIB-MJ354-C5_04_v_LIB-MJ403-G2_03.1'	2	Acidobacteriota
'LIB-MJ091-D9_03.18'	1	Acidobacteriota
'LIB-MJ385-E2_04.15'	5	Acidobacteriota
'LIB-MJ306-F11_01.5'	1	Acidobacteriota
'LIB-MJ307-E5_01.58'	1	Acidobacteriota
'LIB-MJ226-G10_01.25'	36	Acidobacteriota
'LIB-MJ305-A2_04.7'	1	Patescibacteria
'LIB-MJ334-A12_01.3'	1	Chloroflexota
'LIB-MJ259-A2_04.27'	6	Acidobacteriota
'LIB-MJ106-B2_01_v_LIB-MJ368-B2_04.5'	1	Acidobacteriota
'LIB-MJ250-C5_04_v_LIB-MJ365-C5_03.8'	1	Acidobacteriota
'LIB-MJ093-G8_02.3'	2	Acidobacteriota
'LIB-MJ282-F2_03.10'	1	Acidobacteriota
'LIB-MJ255-H7_02.4'	2	Acidobacteriota
'LIB-MJ106-H9_01.30'	1	Acidobacteriota
'LIB-MJ148-H10_02.19'	1	Acidobacteriota
'LIB-MJ381-B11_02.3'	1	Acidobacteriota
'LIB-MJ253-C12_01_v_LIB-MJ404-D7_03.3'	1	Acidobacteriota
'LIB-MJ281-E2_01.23'	2	Chloroflexota
'LIB-MJ338-B7_04.2'	1	Acidobacteriota
'LIB-MJ172-A10_04.57'	3	Acidobacteriota
'LIB-MJ172-A10_04.68'	1	Acidobacteriota
'LIB-MJ106-H9_01.15'	2	Acidobacteriota
'LIB-MJ227-F11_02.11'	1	Acidobacteriota
'LIB-MJ227-F11_02.16'	3	Acidobacteriota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.102'	1	Acidobacteriota
'LIB-MJ172-A10_04.10'	3	Acidobacteriota
'LIB-MJ259-G6_04.45'	1	Acidobacteriota
'LIB-MJ282-B5_03.15'	1	Acidobacteriota
'LIB-MJ388-H10_02.29'	18	Chloroflexota
'LIB-MJ051-C11_02.13'	1	Acidobacteriota
'LIB-MJ110-B8_04_v_LIB-MJ415-E2_04.7'	1	Acidobacteriota
'LIB-MJ140-E2_02.6'	1	Acidobacteriota
'LIB-MJ200-H4_04.24'	1	Acidobacteriota
'LIB-MJ307-A2_01.46'	1	Acidobacteriota
'LIB-MJ354-A1_04_v_LIB-MJ367-A1_04.33'	3	Acidobacteriota
'LIB-MJ177-H10_03.31'	2	Acidobacteriota
'LIB-MJ198-F6_03.29'	1	Acidobacteriota
'LIB-MJ382-E2_02.6'	3	Acidobacteriota
'LIB-MJ198-H9_03.12'	1	Acidobacteriota
'LIB-MJ388-H10_02.1'	2	Chloroflexota
'LIB-MJ380-F7_03.3'	1	Acidobacteriota
'LIB-MJ383-H7_01.32'	1	Acidobacteriota
'LIB-MJ200-H4_04.27'	1	Acidobacteriota
'LIB-MJ228-D11_01.2'	1	Acidobacteriota
'LIB-MJ130-F1_01.15'	1	Acidobacteriota
'LIB-MJ231-G1_04.13'	1	Acidobacteriota
'LIB-MJ259-A2_04.45'	1	Acidobacteriota
'LIB-MJ337-F9_03.41'	3	Acidobacteriota
'LIB-MJ093-D4_02.3'	1	Acidobacteriota
'LIB-MJ231-A8_04.17'	1	Acidobacteriota
'LIB-MJ089-B7_02.49'	7	Acidobacteriota
'LIB-MJ383-D3_01.60'	7	Chloroflexota
'LIB-MJ381-C1_02.2'	20	Acidobacteriota
'LIB-MJ132-H3_03.22'	1	Acidobacteriota
'LIB-MJ339-C9_03.62'	1	Acidobacteriota
'LIB-MJ214-G1_02.23'	1	Acidobacteriota
'LIB-MJ354-G9_04.16'	6	Acidobacteriota
'LIB-MJ109-G4_01.19'	1	Acidobacteriota
'LIB-MJ196-E8_02.19'	2	Acidobacteriota
'LIB-MJ092-B4_01.11'	14	Acidobacteriota
'LIB-MJ250-F4_04.17'	1	Acidobacteriota
'LIB-MJ344-C1_04.42'	1	Acidobacteriota
'LIB-MJ380-A3_03.36'	57	Chloroflexota
'LIB-MJ132-H6_03.27'	1	Acidobacteriota
'LIB-MJ337-F9_03.1'	1	Acidobacteriota
'LIB-MJ386-F7_04.16'	4	Acidobacteriota
'LIB-MJ200-H4_04.2'	1	Acidobacteriota
'LIB-MJ402-G7_04.12'	2	Acidobacteriota
'LIB-MJ191-C4_04.16'	4	Acidobacteriota
'LIB-MJ130-D4_01.21'	2	Acidobacteriota
'LIB-MJ109-G4_01.7'	1	Acidobacteriota
'LIB-MJ135-C7_04.4'	1	Acidobacteriota
'LIB-MJ109-H4_01.39'	6	Acidobacteriota
'LIB-MJ151-C11_04.6'	1	Acidobacteriota
'LIB-MJ255-G2_02.1'	1	Acidobacteriota
'LIB-MJ336-B12_02.20'	1	Acidobacteriota
'LIB-MJ343-A6_01.19'	6	Acidobacteriota
'LIB-MJ089-B7_02.26'	1	Acidobacteriota
'LIB-MJ131-C7_01.33'	1	Acidobacteriota
'LIB-MJ334-G1_01.9'	3	Desulfobacterota_G
'LIB-MJ343-H1_01_v_LIB-MJ409-C11_01.9'	1	Acidobacteriota
'LIB-MJ337-F9_03.39'	2	Acidobacteriota
'LIB-MJ050-H8_02.22'	2	Acidobacteriota
'LIB-MJ338-B7_04.29'	1	Acidobacteriota
'LIB-MJ259-C9_04.34'	2	Acidobacteriota
'LIB-MJ175-B8_02_v_LIB-MJ368-B8_01.15'	1	Acidobacteriota
'LIB-MJ307-C5_01.10'	1	Acidobacteriota
'LIB-MJ139-C1_01.12'	1	Acidobacteriota
'LIB-MJ200-B11_04.2'	3	Acidobacteriota
'LIB-MJ195-D11_01_v_LIB-MJ415-B8_04.49'	4	Acidobacteriota
'LIB-MJ256-E9_03.25'	9	Desulfobacterota_G
'LIB-MJ050-H8_02.48'	4	Acidobacteriota
'LIB-MJ108-F6_02.17'	1	Acidobacteriota
'LIB-MJ193-H5_01.27'	2	Acidobacteriota
'LIB-MJ337-C2_03.8'	1	Acidobacteriota
'LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.62'	1	Acidobacteriota
'LIB-MJ231-A8_04.47'	3	Acidobacteriota
'LIB-MJ352-H4_03.9'	4	Acidobacteriota
'LIB-MJ093-A12_02_v_LIB-MJ408-C11_04.10'	1	Acidobacteriota
'LIB-MJ198-D7_03.13'	2	Acidobacteriota
'LIB-MJ341-D9_02_v_LIB-MJ406-B4_04.28'	1	Acidobacteriota
'LIB-MJ201-A9_03.3'	2	Desulfobacterota
'LIB-MJ044-A2_03.3'	1	Acidobacteriota
'LIB-MJ339-H6_03.19'	12	Acidobacteriota
'LIB-MJ380-B1_03.38'	3	Acidobacteriota
'LIB-MJ354-A1_04_v_LIB-MJ367-A1_04.45'	3	Acidobacteriota
'LIB-MJ175-B10_02_v_LIB-MJ368-B10_01.8'	3	Acidobacteriota
'LIB-MJ383-A8_01.19'	2	Acidobacteriota
'LIB-MJ307-D9_01.16'	1	Acidobacteriota
'LIB-MJ282-B1_03.25'	2	Acidobacteriota
'LIB-MJ140-E2_02.12'	1	Acidobacteriota
'LIB-MJ344-C1_04.26'	2	Acidobacteriota
'LIB-MJ190-A8_02.18'	1	Acidobacteriota
'LIB-MJ254-E8_02.26'	1	Desulfobacterota
'LIB-MJ338-E1_04.11'	1	Acidobacteriota
'LIB-MJ306-C6_01.13'	44	Acidobacteriota
'LIB-MJ354-G9_04.6'	18	Acidobacteriota
'LIB-MJ338-A11_04.25'	3	Acidobacteriota
'LIB-MJ337-F9_03.9'	2	Acidobacteriota
'LIB-MJ192-G9_04.9'	1	Acidobacteriota
'LIB-MJ263-D4_04.25'	3	Acidobacteriota
'LIB-MJ110-B8_04_v_LIB-MJ415-E2_04.11'	2	Acidobacteriota
'LIB-MJ226-G10_01.32'	7	Acidobacteriota
'LIB-MJ263-D4_04.57'	2	Acidobacteriota
'LIB-MJ256-H8_03.39'	1	Acidobacteriota
'LIB-MJ390-D5_03.56'	2	Actinomycetota
'LIB-MJ305-B1_04.22'	1	Patescibacteria
'LIB-MJ151-D8_04.7'	1	Bacteroidota
'LIB-MJ138-E11_03.11'	1	Pseudomonadota
'LIB-MJ200-H4_04.4'	1	Acidobacteriota
'LIB-MJ251-F6_04.22'	1	Acidobacteriota
'LIB-MJ050-D6_02_v_LIB-MJ408-D10_04.33'	1	Acidobacteriota
'LIB-MJ091-A11_03_v_LIB-MJ403-H9_03.19'	1	Acidobacteriota
'LIB-MJ347-E1_04_v_LIB-MJ368-E1_03.11'	1	Acidobacteriota
'LIB-MJ386-A10_04.18'	1	Acidobacteriota
'LIB-MJ381-C1_02.20'	8	Acidobacteriota
'LIB-MJ131-H3_01.18'	1	Acidobacteriota
'LIB-MJ227-F11_02.27'	1	Acidobacteriota
'LIB-MJ385-A5_04.5'	2	Desulfobacterota
'LIB-MJ386-G5_04.18'	13	Desulfobacterota
'LIB-MJ255-A8_02.15'	2	Chloroflexota
'LIB-MJ174-E3_01.7'	1	Chloroflexota
'LIB-MJ390-D5_03.51'	1	Gemmatimonadota
'LIB-MJ256-E7_03.13'	1	Acidobacteriota
'LIB-MJ339-D1_03.3'	1	Acidobacteriota
'LIB-MJ191-H1_04_v_LIB-MJ405-H9_01.24'	3	Acidobacteriota
'LIB-MJ108-F6_02.16'	6	Acidobacteriota
'LIB-MJ200-F2_04.13'	1	Acidobacteriota
'LIB-MJ339-B8_03.41'	1	Acidobacteriota
'LIB-MJ088-G6_04.14'	1	Acidobacteriota
'LIB-MJ093-G8_02.31'	2	Acidobacteriota
'LIB-MJ193-C8_01.12'	1	Desulfobacterota
'LIB-MJ146-C6_01.26'	1	Acidobacteriota
'LIB-MJ346-C4_02.6'	1	Acidobacteriota
'LIB-MJ196-G6_02.2'	17	Acidobacteriota
'LIB-MJ339-E5_03.5'	1	Acidobacteriota
'LIB-MJ091-A11_03_v_LIB-MJ403-H9_03.25'	4	Acidobacteriota
'LIB-MJ131-E5_01.8'	1	Acidobacteriota
'LIB-MJ200-A8_04.30'	2	Acidobacteriota
'LIB-MJ177-B4_03.23'	2	Acidobacteriota
'LIB-MJ342-C7_02.32'	2	Acidobacteriota
'LIB-MJ131-E5_01.12'	1	Acidobacteriota
'LIB-MJ340-D5_01_v_LIB-MJ406-F5_04.15'	2	Desulfobacterota
'LIB-MJ134-B8_03.2'	1	Acidobacteriota
'LIB-MJ130-H1_01_v_LIB-MJ402-D10_04.8'	1	Acidobacteriota
'LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.3'	3	Acidobacteriota
'LIB-MJ191-C5_04.9'	3	Acidobacteriota
'LIB-MJ105-G3_01_v_LIB-MJ367-G3_04.15'	1	Acidobacteriota
'LIB-MJ345-H9_01.1'	1	Acidobacteriota
'LIB-MJ105-H3_01.47'	1	Acidobacteriota
'LIB-MJ282-B1_03.16'	1	Acidobacteriota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.205'	1	Acidobacteriota
'LIB-MJ091-F2_03.5'	1	Acidobacteriota
'LIB-MJ227-F11_02.14'	1	Acidobacteriota
'LIB-MJ176-G4_03.13'	1	Acidobacteriota
'LIB-MJ390-G2_03.8'	20	Desulfobacterota
'LIB-MJ255-D11_02.24'	1	Myxococcota
'LIB-MJ339-E5_03.6'	3	Acidobacteriota
'LIB-MJ227-B2_02.7'	1	Chlamydiota
'LIB-MJ226-B12_01.6'	2	Acidobacteriota
'LIB-MJ132-F11_03.20'	1	Acidobacteriota
'LIB-MJ227-D1_02.17'	1	Acidobacteriota
'LIB-MJ339-B8_03.43'	1	Acidobacteriota
'LIB-MJ414-A12_03.1'	1	Acidobacteriota
'LIB-MJ190-H7_02.13'	2	Acidobacteriota
'LIB-MJ306-C8_01.11'	2	Acidobacteriota
'LIB-MJ091-B7_03.34'	5	Desulfobacterota
'LIB-MJ131-A2_01_v_LIB-MJ408-G5_04.10'	2	Acidobacteriota
'LIB-MJ336-H5_02.4'	2	Acidobacteriota
'LIB-MJ259-H6_04.26'	1	Acidobacteriota
'LIB-MJ192-G9_04.21'	1	Acidobacteriota
'LIB-MJ130-A5_01.3'	8	Acidobacteriota
'LIB-MJ231-D4_04.15'	33	Acidobacteriota
'LIB-MJ193-H5_01.1'	1	Acidobacteriota
'LIB-MJ336-D3_02.27'	1	Acidobacteriota
'LIB-MJ195-H1_01_v_LIB-MJ415-F7_04.21'	5	Acidobacteriota
'LIB-MJ151-B12_04.22'	1	Acidobacteriota
'LIB-MJ197-G4_03.2'	1	Desulfobacterota
'LIB-MJ091-G3_03.19'	13	Acidobacteriota
'LIB-MJ259-H5_04.11'	1	Acidobacteriota
'LIB-MJ383-H8_01.86'	4	Acidobacteriota
'LIB-MJ259-G6_04.36'	6	Acidobacteriota
'LIB-MJ197-G1_03_v_LIB-MJ415-F8_04.36'	11	Acidobacteriota
'LIB-MJ196-E11_02.30'	17	Acidobacteriota
'LIB-MJ195-B1_01.11'	2	Acidobacteriota
'LIB-MJ105-G3_01_v_LIB-MJ367-G3_04.28'	1	Acidobacteriota
'LIB-MJ131-C8_01.16'	1	Acidobacteriota
'LIB-MJ338-A3_04.13'	1	Acidobacteriota
'LIB-MJ191-B1_04_v_LIB-MJ405-G9_01.39'	1	Acidobacteriota
'LIB-MJ339-G9_03.8'	1	Acidobacteriota
'LIB-MJ105-G3_01_v_LIB-MJ367-G3_04.45'	2	Acidobacteriota
'LIB-MJ197-D7_03_v_LIB-MJ366-D7_03.34'	6	Acidobacteriota
'LIB-MJ390-D1_03.22'	2	Desulfobacterota
'LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.29'	13	Acidobacteriota
'LIB-MJ055-A6_04.3'	1	Acidobacteriota
'LIB-MJ259-B6_04.55'	3	Acidobacteriota
'LIB-MJ259-B6_04.73'	1	Acidobacteriota
'LIB-MJ148-H10_02.25'	1	Acidobacteriota
'LIB-MJ134-D7_03.2'	1	Acidobacteriota
'LIB-MJ130-A5_01.22'	12	Acidobacteriota
'LIB-MJ172-A10_04.62'	1	Acidobacteriota
'LIB-MJ172-B10_04.7'	8	Acidobacteriota
'LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.12'	10	Acidobacteriota
'LIB-MJ390-D1_03.44'	5	Desulfobacterota
'LIB-MJ250-D7_04.5'	1	Acidobacteriota
'LIB-MJ190-H7_02.24'	1	Acidobacteriota
'LIB-MJ105-A1_01_v_LIB-MJ407-B11_04.6'	5	Acidobacteriota
'LIB-MJ386-A10_04.27'	2	Acidobacteriota
'LIB-MJ252-C1_02.4'	3	Acidobacteriota
'LIB-MJ252-F7_02.16'	1	Acidobacteriota
'LIB-MJ089-G9_02.26'	2	Acidobacteriota
'LIB-MJ192-E2_04.22'	2	Acidobacteriota
'LIB-MJ105-A1_01_v_LIB-MJ407-B11_04.8'	1	Acidobacteriota
'LIB-MJ195-G4_01.25'	1	Acidobacteriota
'LIB-MJ254-E8_02.32'	1	Acidobacteriota
'LIB-MJ262-C5_03.15'	1	Desulfobacterota
'LIB-MJ214-G1_02.10'	3	Acidobacteriota
'LIB-MJ195-F6_01.21'	3	Acidobacteriota
'LIB-MJ251-H4_04.1'	9	Acidobacteriota
'LIB-MJ337-G7_03.25'	1	Acidobacteriota
'LIB-MJ383-H4_01.26'	7	Acidobacteriota
'LIB-MJ175-G4_02.29'	2	Acidobacteriota
'LIB-MJ256-G9_03.22'	1	Acidobacteriota
'LIB-MJ250-C5_04_v_LIB-MJ365-C5_03.5'	7	Acidobacteriota
'LIB-MJ259-A2_04.12'	2	Acidobacteriota
'LIB-MJ383-B8_01.32'	5	Acidobacteriota
'LIB-MJ354-B7_04_v_LIB-MJ403-B4_03.11'	1	Acidobacteriota
'LIB-MJ191-A6_04.3'	1	Acidobacteriota
'LIB-MJ305-B8_04.39'	1	Patescibacteria
'LIB-MJ305-H9_04.55'	1	Bacteroidota
'LIB-MJ250-E10_04_v_LIB-MJ365-E10_03.22'	1	Acidobacteriota
'LIB-MJ338-H11_04.16'	1	Acidobacteriota
'LIB-MJ250-F11_04_v_LIB-MJ365-F11_03.34'	1	Acidobacteriota
'LIB-MJ139-D5_01.19'	4	Acidobacteriota
'LIB-MJ256-H8_03.25'	1	Acidobacteriota
'LIB-MJ044-F1_03.7'	1	Acidobacteriota
'LIB-MJ105-E3_01.4'	1	Acidobacteriota
'LIB-MJ105-E3_01.8'	1	Acidobacteriota
'LIB-MJ230-C7_03.8'	3	Acidobacteriota
'LIB-MJ106-D11_01.29'	1	Acidobacteriota
'LIB-MJ383-H10_01.25'	9	Acidobacteriota
'LIB-MJ413-F9_01.52'	1	Bacillota_D
'LIB-MJ105-H8_01.29'	5	Acidobacteriota
'LIB-MJ254-H9_02.23'	4	Acidobacteriota
'LIB-MJ282-C1_03.20'	1	Acidobacteriota
'LIB-MJ198-F11_03.10'	1	Acidobacteriota
'LIB-MJ106-E4_01.20'	1	Acidobacteriota
'LIB-MJ339-C9_03.41'	3	Acidobacteriota
'LIB-MJ341-F9_02_v_LIB-MJ367-F9_04.1'	1	Acidobacteriota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.279'	1	Acidobacteriota
'LIB-MJ259-B6_04.24'	8	Acidobacteriota
'LIB-MJ251-D5_04.15'	1	Acidobacteriota
'LIB-MJ413-G10_01.8'	16	Bacillota_A
'LIB-MJ167-G7_02.6'	1	Acidobacteriota
'LIB-MJ307-A10_01.18'	1	Acidobacteriota
